1000	30.7704738446	3.23241008832
2000	18.742826997	2.73472936508
3000	27.7755975433	3.28829556499
4000	8.52762079209	2.21124742063
5000	14.3455014632	2.57894228475
6000	8.77580188705	1.70509900821
7000	14.593044809	2.15921563816
8000	9.6048761024	1.69484019272
9000	17.1736999699	2.32485476911
10000	6.23303270933	1.92933422565
11000	18.2932033359	3.22053475387
12000	26.0785611625	3.43777833654
13000	19.7614896922	2.72416985876
14000	15.0886695877	2.42385941036
15000	24.1178770165	3.22479467136
16000	7.59646451346	1.9870192927
17000	23.7349881892	2.81324380687
18000	22.1349452819	3.14459319009
19000	8.69436453948	2.23825190402
20000	24.6564601055	3.55156953025
21000	24.0834715884	3.63563053858
22000	21.9438238543	2.55052716494
23000	22.1239783716	3.14764441026
24000	32.1956897372	3.9317425377
25000	13.9884270149	2.721050709
26000	15.8769999991	2.33844354569
27000	16.1900775733	2.40034329594
28000	29.8536005224	3.74956233066
29000	13.7979894764	2.32963943045
30000	29.8196169226	3.80969596346
31000	27.5941878615	3.37259934202
32000	10.9359239366	2.60632835871
33000	18.0204757941	2.78664227415
34000	11.017896885	2.45519514801
35000	17.0738524582	2.70911713385
36000	27.7554557272	3.3187043477
37000	18.1624056378	2.67457403918
38000	9.58249171152	2.36753461277
39000	35.715779852	3.91896615085
40000	18.0192411434	3.00145654964
41000	8.9123321592	2.37826534675
42000	29.6660573482	4.32023233517
43000	21.6502204017	3.27459779214
44000	13.3105513407	2.24854682516
45000	14.5188069997	2.68890632895
46000	30.2542280384	3.6988488447
47000	27.0276525073	3.35558128396
48000	17.5765447942	2.72606857855
49000	29.6393989309	3.20984250616
50000	5.68351791482	2.17988796707
51000	23.6147410675	3.25694462296
52000	26.2150254769	2.91941263456
53000	19.9657925326	3.25811942263
54000	24.5452626257	3.24820820869
55000	20.9267238592	2.86558786183
56000	20.8855825503	2.75257702202
57000	27.9367690908	3.26172854947
58000	22.3380970309	3.40970981537
59000	24.6463282053	3.17892449172
60000	21.62265739	2.87445021183
61000	15.1449362726	2.38388275545
