27   11.0580677380   43.0713265964   45.9552796151 
11   71.1953140042   71.0280755303  -89.2418728939 
92  -52.0220303429  -45.7782782920   -7.5766035736 
41   35.9659019797  -52.8291452299   49.8929410418 
20  -45.8312041881   54.4106464847   53.2936289424 
10   24.1315421131  -12.7776301031    6.8572670457 
75  -47.2224669561  -10.5069472523   71.0745322717 
44   28.0923710775  -22.5249997175   11.3861056432 
83   -2.6258651389   -4.7527898956   67.6362231199 
34  -59.5992092887  -43.7271485391  -40.3106058899 
89   67.5470643292  -10.2698707629    1.1834782987 
63   13.5386325016   27.2058694039   22.0397476264 
56  -67.3358466618    8.6484250356   21.3049666522 
16   47.3318018736  -40.7692201540  -21.3342034294 
81   37.3344278496   11.4708105957   21.8363147690 
82   61.7469541622  -14.0326497357  -74.7390972296 
80   33.3640603859  -30.5845264512  -28.8754549564 
69    5.7441449733   14.6542667762    2.4165683186 
60    0.8691273642  -15.2052357376  -46.0391915175 
43   41.6462776917  -11.7598821269   40.3572390258 
49    7.9149437991   58.4468515608   20.6931752776 
12   37.3117773069  -27.5751029619   51.3168067561 
58   16.8418945538   -5.4940459850  -51.9747102448 
8   58.2456599596   38.1748272519   76.8819548025 
30  -51.4613838681    3.8429436484   42.1835594863 
4  -24.6793981702   18.9087618588   69.9314784301 
3   28.8228936285  -19.1622163216   -3.7961699731 
88   47.1284499802  -68.2457212100  -63.3482629576 
62  -44.1135291603   35.3327339392   14.8740263386 
84   26.6210824155   44.6841275910   -0.5883162419 
67    3.1014466531   62.0708228992    0.8971226835 
73   47.2924208828   -2.8170957391   -2.5468262440 
90   64.9011839726  -43.2382361848    8.9431423628 
35   12.3579286945    1.0916332784   30.3472873941 
85   63.8023499673   41.5431280098   14.3241243543 
96  -52.6139609745  -61.7424190184   49.4044187882 
7   28.0188479953  -56.4447656951   18.3123433968 
39  -65.1766077499   56.3163974036   46.7344189149 
57   12.3789919928  -54.4481797897   10.9095840599 
15   -4.4790961169   26.3587892159   33.8112692750 
91   -1.0853935165   39.1883483059  -58.6422051201 
46   74.6620234020  -67.1901802679   68.6691429576 
17   45.4139009453   39.5723680102   24.6964297031 
33   63.1972802585  -38.4331650595  -29.8558308067 
55  -38.1940727751   -3.0995269975   48.8100966152 
95  -28.6400020368   41.6767237426  -37.8644492198 
22   39.4099347034  -66.0834652109  -52.8021279854 
87  -17.2164359324  -39.7331313436  -28.9567044490 
5   43.3638385131  -38.1454670167  -65.5353156158 
40  -59.3886553765  -21.8452022213  -53.3990991056 
100  -24.8835441377   48.9027944255   48.7553573258 
38  -14.1098839465  -40.1419872782   69.5671707799 
36  -10.7620664164   53.9861344327   19.1953044756 
53    3.1568839111  -66.6795408610   49.1800901739 
51   73.0927606165   12.7849679839   54.3754288847 
54  -13.9602634130  -21.0916792377  -26.2311013896 
25  -78.4596220272  -46.4978687656    6.0916024209 
97  -56.6542318037  -23.5743152504  -77.1459158474 
48   70.1276049208   28.3127834647    6.9460424883 
74   31.6480368126   59.8526999038   -9.4514648342 
94   66.1483645795   16.8822238062  -32.9435238234 
18  -41.6209827051  -27.2502408081    8.6210330796 
66  -21.3309567644    6.8517480734  -51.8702653554 
23   61.9171165837   62.2899296701  -59.9237461890 
99   13.3060408543  -35.0104828941  -10.8643985366 
2   -9.5097186478    5.0719801533   72.8760277720 
19    2.0589149218   43.9142491148   11.7889208287 
14   44.0131915728   40.4214622663   48.6665084228 
70  -38.1863335156    8.8171699761   11.8882962976 
