0 0 0    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 1    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0268509656    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 2    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0276067932    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 3    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0303440237    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 4    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0299833104    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 5    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0288865965    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 6    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0251436001    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 7    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0264130342    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 8    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0262525242    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 9    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0290510230    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 10    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0291721081    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 11    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0272588347    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 12    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0268815615    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 13    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0279665053    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 14    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0313931229    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 15    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0288806513    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 16    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0291920983    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 17    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0297095781    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 18    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0279962767    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 19    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0287790721    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 20    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0294185550    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 0 21    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 0    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0284568833    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 1    0.3333333333    0.0555555556    0.0596025161    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0284345606    0.0277777778    0.0275493639    0.0277777778    0.0305862152    0.0277777778    0.0260898834    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 2    0.3333333333    0.0555555556    0.0562767360    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0273710901    0.0277777778    0.0271713442    0.0277777778    0.0271034343    0.0277777778    0.0279507907    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 3    0.3333333333    0.0555555556    0.0555117696    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0307533263    0.0277777778    0.0279852282    0.0277777778    0.0310173002    0.0277777778    0.0264488006    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 4    0.3333333333    0.0555555556    0.0559370779    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0269083901    0.0277777778    0.0317567594    0.0277777778    0.0268100740    0.0277777778    0.0282720614    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 5    0.3333333333    0.0555555556    0.0522401318    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0279573664    0.0277777778    0.0261599077    0.0277777778    0.0272465727    0.0277777778    0.0281586951    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 6    0.3333333333    0.0555555556    0.0554226561    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0264894512    0.0277777778    0.0266835024    0.0277777778    0.0290363835    0.0277777778    0.0300140849    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 7    0.3333333333    0.0555555556    0.0533147328    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0269461242    0.0277777778    0.0266851234    0.0277777778    0.0276275965    0.0277777778    0.0278896861    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 8    0.3333333333    0.0555555556    0.0558576236    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0295247089    0.0277777778    0.0269466287    0.0277777778    0.0293892886    0.0277777778    0.0263520645    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 9    0.3333333333    0.0555555556    0.0544483805    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0257677955    0.0277777778    0.0296981421    0.0277777778    0.0282523442    0.0277777778    0.0261770783    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 10    0.3333333333    0.0555555556    0.0584156362    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0291819000    0.0277777778    0.0274958644    0.0277777778    0.0264182252    0.0277777778    0.0284167875    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 11    0.3333333333    0.0555555556    0.0575744190    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0279424069    0.0277777778    0.0294200267    0.0277777778    0.0288252038    0.0277777778    0.0287160410    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 12    0.3333333333    0.0555555556    0.0527425659    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0258470910    0.0277777778    0.0264163696    0.0277777778    0.0270021134    0.0277777778    0.0298695957    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 13    0.3333333333    0.0555555556    0.0539373498    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0301409072    0.0277777778    0.0280503352    0.0277777778    0.0266341020    0.0277777778    0.0269589492    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 14    0.3333333333    0.0555555556    0.0607114767    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0257565436    0.0277777778    0.0293365210    0.0277777778    0.0301675803    0.0277777778    0.0298634212    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 15    0.3333333333    0.0555555556    0.0540179383    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0285162034    0.0277777778    0.0296445678    0.0277777778    0.0278596212    0.0277777778    0.0269786460    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 16    0.3333333333    0.0555555556    0.0554896701    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0292640836    0.0277777778    0.0248392772    0.0277777778    0.0283644149    0.0277777778    0.0286977739    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 17    0.3333333333    0.0555555556    0.0546040284    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0275794321    0.0277777778    0.0268286632    0.0277777778    0.0257219801    0.0277777778    0.0280786708    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 18    0.3333333333    0.0555555556    0.0589410959    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0265651917    0.0277777778    0.0274186360    0.0277777778    0.0239103325    0.0277777778    0.0281924889    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 19    0.3333333333    0.0555555556    0.0553760364    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0261527957    0.0277777778    0.0268508785    0.0277777778    0.0295810301    0.0277777778    0.0275522767    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 20    0.3333333333    0.0555555556    0.0565995270    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0270280057    0.0277777778    0.0276155151    0.0277777778    0.0284568833    0.0277777778    0.0283673943    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 1 21    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0260898834    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 2 0    0.3333333333    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0291675414    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
 0 2 1    0.3333333333    0.0555555556    0.0590080405    0.0555555556    0.0555555556    0.0555555556    0.0555555556    0.0277777778    0.0284206307    0.0277777778    0.0287197747    0.0277777778    0.0290850553    0.0277777778    0.0275492588    0.0277777778    0.0277777778    0.0277777778    0.0277777778 
