0 0 0    0.9883480413    0.0042193500    0.0020275375   -0.0010824295
0 0 1    0.9935505253    0.0007855960   -0.0028618151   -0.0035746883
0 0 2    1.0053139544    0.0061788656   -0.0051358718   -0.0075174260
0 0 3    1.0093869091   -0.0061040459    0.0007955346   -0.0019248225
0 0 4    1.0063511512    0.0029135814    0.0098607944    0.0003944783
0 0 5    0.9899948015    0.0024159817    0.0018187413    0.0036133666
0 0 6    1.0033921450    0.0032211757   -0.0096966564    0.0024554951
0 0 7    0.9949427309    0.0013010509   -0.0035260128   -0.0038426991
0 0 8    0.9934365835    0.0011830807    0.0008556459   -0.0033860061
0 0 9    0.9949354627   -0.0035395202   -0.0009845998    0.0053491389
0 0 10    1.0083033368    0.0070868915   -0.0012913655    0.0021966355
0 0 11    0.9911773564    0.0110629711   -0.0037330071   -0.0018975079
0 0 12    0.9979649939    0.0060192085   -0.0040733779    0.0019995012
0 0 13    1.0019565447   -0.0004466366   -0.0025634949   -0.0036454395
0 0 14    1.0008454432   -0.0030090635    0.0011232320    0.0092717212
0 0 15    1.0006619502    0.0028178310   -0.0054447658    0.0084895905
0 0 16    1.0009862091   -0.0091917752   -0.0044238494   -0.0021566439
0 0 17    0.9860176312    0.0043219521    0.0037711636    0.0068344563
0 0 18    0.9908726102    0.0046705147   -0.0033679898   -0.0002343428
0 0 19    1.0021228231   -0.0030282589   -0.0003394825    0.0083581901
0 1 0    0.9931843716    0.0088562171   -0.0000400613    0.0047680209
0 1 1    0.9985668204    0.0034901806    0.0007599194   -0.0031588982
0 1 2    1.0130065436    0.0015869315   -0.0005788598    0.0042010230
0 1 3    0.9950781567    0.0041945750   -0.0065241135   -0.0070221406
0 1 4    0.9919591631   -0.0107723525   -0.0081031536   -0.0010288618
0 1 5    1.0072355931    0.0023969919    0.0065757490    0.0017069937
0 1 6    1.0054327743   -0.0052825645    0.0002390140   -0.0059445980
0 1 7    1.0011269976   -0.0044880802   -0.0065414460    0.0005353756
0 1 8    1.0023727152   -0.0000419541    0.0057257402   -0.0009912638
0 1 9    0.9971954675   -0.0080818854    0.0000120933   -0.0064931545
0 1 10    1.0017440789    0.0081352469   -0.0020430576    0.0034957612
0 1 11    1.0046528678   -0.0003825237   -0.0035100849   -0.0012127692
0 1 12    1.0056125009   -0.0011290332    0.0008550740   -0.0027783357
0 1 13    0.9968982684    0.0025141079   -0.0006287472   -0.0049374803
0 1 14    1.0015168419   -0.0087293888    0.0000511472    0.0011432593
0 1 15    0.9909077798   -0.0036255064    0.0125576530   -0.0043813938
0 1 16    0.9972588995   -0.0023330177   -0.0075032023    0.0012623350
0 1 17    0.9985358941    0.0010543987   -0.0033455550   -0.0070112845
0 1 18    1.0090325117   -0.0032348501    0.0070151481   -0.0050699894
0 1 19    0.9835240428   -0.0005394076    0.0028004776   -0.0047310117
0 2 0    0.9965025153    0.0044333336   -0.0024845931    0.0003934397
0 2 1    1.0086937732   -0.0060413468    0.0052122795    0.0021012968
0 2 2    0.9875302983    0.0072226762   -0.0009584389   -0.0059254652
0 2 3    1.0022630577   -0.0060565138    0.0010462896    0.0000663333
0 2 4    0.9918541441    0.0046759354   -0.0011269026    0.0045473309
0 2 5    0.9849655370   -0.0081682655    0.0002329623   -0.0039407891
0 2 6    1.0088225759   -0.0041641090    0.0013417827   -0.0042669997
0 2 7    0.9927543668    0.0022789708    0.0110667677   -0.0079620574
0 2 8    1.0011809634    0.0082914037    0.0013658830   -0.0002502058
0 2 9    0.9981038157    0.0021883611   -0.0006410299    0.0008016917
0 2 10    1.0074818120    0.0017234450   -0.0027750363   -0.0045426329
0 2 11    0.9907741617    0.0034724570    0.0068308284    0.0113564164
0 2 12    0.9963715836   -0.0080609234    0.0087288744   -0.0115327518
0 2 13    1.0001617187    0.0040411210   -0.0035787621   -0.0077178756
0 2 14    1.0065035319    0.0055508936    0.0015666851    0.0023593424
0 2 15    1.0024956693    0.0099364277    0.0008671920   -0.0051938370
0 2 16    0.9900759225    0.0061061558   -0.0003324318    0.0057906437
0 2 17    1.0091316287   -0.0007973729    0.0015336856   -0.0029711157
0 2 18    1.0037917342   -0.0050323896   -0.0036198074   -0.0029661670
0 2 19    0.9939679388   -0.0019280531    0.0023330916    0.0048237696
0 3 0    1.0047544834   -0.0018330666    0.0051614019   -0.0098915324
0 3 1    1.0270648542   -0.0130134540   -0.0041214803   -0.0034050776
0 3 2    1.0000074598    0.0048720630   -0.0075842491    0.0003270744
0 3 3    1.0032797073    0.0051861086   -0.0097783727    0.0005921360
0 3 4    1.0001030057   -0.0067533858    0.0084061647    0.0063084303
0 3 5    1.0011750991    0.0038180834    0.0101512361   -0.0073437482
0 3 6    1.0119168711    0.0102498494    0.0058346821   -0.0054545753
0 3 7    0.9930094838   -0.0041727571   -0.0014745769   -0.0097408268
0 3 8    1.0122386557    0.0071301112   -0.0005892947   -0.0032093225
0 3 9    0.9959848324   -0.0050507857    0.0033636274   -0.0086772072
0 3 10    0.9895843310    0.0040276116    0.0055702413   -0.0057741696
0 3 11    0.9974637146   -0.0009360550   -0.0016775932    0.0046721860
0 3 12    0.9895482224   -0.0087834381    0.0044456028    0.0032696549
0 3 13    1.0107232972   -0.0035617021   -0.0069235123   -0.0027386924
0 3 14    1.0183310135    0.0055697829   -0.0007121895   -0.0068365578
0 3 15    0.9926960135   -0.0041131046    0.0050481594   -0.0031689408
0 3 16    0.9979425477   -0.0088389441    0.0026061497    0.0081314730
0 3 17    0.9842027644    0.0049942982    0.0003752891   -0.0006201740
0 3 18    0.9909388916   -0.0021991796   -0.0027951390    0.0054792790
0 3 19    0.9912532451   -0.0049958562    0.0078390501    0.0022872507
0 4 0    1.0174744857   -0.0009096591   -0.0021764012   -0.0004841946
0 4 1    1.0031293482    0.0031591112    0.0028188947    0.0063522208
0 4 2    0.9951715419   -0.0055958893    0.0019851758   -0.0071472244
0 4 3    1.0070247041   -0.0081360244   -0.0055513328    0.0091534988
0 4 4    0.9982914675   -0.0053220045    0.0029606671   -0.0025648919
0 4 5    1.0006287255   -0.0030917130   -0.0064783178    0.0023244659
0 4 6    0.9854531477   -0.0149810342    0.0046112006   -0.0047248768
0 4 7    1.0019098631   -0.0059344085    0.0018959663    0.0002704522
0 4 8    1.0158042891    0.0084220767   -0.0001768000    0.0001405579
0 4 9    1.0060521228   -0.0009044065   -0.0039232464    0.0089111819
0 4 10    1.0143371150    0.0098421265   -0.0027999138   -0.0052920711
0 4 11    0.9921250175   -0.0023942076   -0.0018677346   -0.0013722039
0 4 12    1.0140167245   -0.0066859027    0.0002057633   -0.0065694932
0 4 13    1.0029339659   -0.0081637142    0.0059132783   -0.0002736693
0 4 14    1.0066758787   -0.0020217367   -0.0021645732    0.0043342601
0 4 15    0.9922482020    0.0094862632   -0.0018762806    0.0053112253
0 4 16    1.0022149842    0.0052721794    0.0023857546   -0.0094988226
0 4 17    1.0130682253    0.0012418088    0.0062676973    0.0016307573
0 4 18    0.9997586720    0.0016598205    0.0091476361   -0.0068855388
0 4 19    1.0003851140    0.0059587777   -0.0070548339   -0.0071083225
0 5 0    1.0042321700    0.0033960327    0.0021400363   -0.0067187241
0 5 1    0.9959022871    0.0060743070   -0.0003244545   -0.0063588222
0 5 2    1.0031498689    0.0079316887   -0.0003565620    0.0025476048
0 5 3    0.9937749739   -0.0018111086   -0.0001440637   -0.0031961890
0 5 4    0.9998364852   -0.0036335184   -0.0053978632    0.0066378915
0 5 5    0.9978679332    0.0000834507   -0.0015705725   -0.0030320448
0 5 6    0.9936958037   -0.0061042289   -0.0090525620    0.0018315636
0 5 7    0.9991336712   -0.0040817773    0.0013210591    0.0087332746
0 5 8    0.9965124466    0.0014649384   -0.0012488299   -0.0022951553
0 5 9    1.0142728187   -0.0046030992   -0.0024737066   -0.0016311731
0 5 10    0.9962532106   -0.0018467115    0.0059427778   -0.0032690127
