1  -19.1222510976   -5.4708352546   74.0368518990 
29  -34.0699028681  -15.3402006290   73.9338348213 
13  -49.2601681572   40.5314187067  -82.2642649440 
35   21.5349897702    0.4686269873   44.0573243301 
73   11.0771703309  -28.5747376445   22.7320228229 
83   50.5486732909  -58.6389578628   62.3612363562 
89  -76.0100990270  -37.5459761905  -37.6273781597 
4   -4.0640750540   -6.2139656527    8.6250378855 
74  -55.9714372459  -24.8434613468   73.1307266622 
55  -56.8582031339   58.3523907183  -20.3930299813 
69   32.1350281132   31.9119118449    6.4339103431 
94  -80.4152239910   24.6342196261   72.3325772988 
60   29.1550065469  -23.1691841437  -12.7331261238 
53   55.6129593447  -45.2941719410  -26.7187049396 
41   -5.7095976637  -62.9552774471  -68.8635733716 
50   24.3243101030   51.5096541665    6.4449352520 
71  -29.4944631455   51.7556860549  -20.2594229898 
64   69.4269482008  -63.4482040667   59.6366153681 
76  -49.2290133896  -42.8840467873   -6.7682235053 
80   24.6362208085  -57.1253782258   56.7380582673 
81  -34.1164088230   31.5847088227  -43.5579135846 
56   -9.8971335068   51.6301603617  -38.4420593539 
26  -73.3611139109   35.0426953334  -42.5934756136 
70  -58.2435560507  -49.1648746228  -35.6015236458 
86    6.0264679735   36.4259713447   70.6290734316 
15  -26.2344910238   36.9451559210   22.0284152524 
58  -58.3541005844   29.5379576037   -5.0734048037 
22  -55.9472678537   80.2939764171   39.2636269711 
82  -48.1262027814   33.5861671818  -33.8911038955 
21    5.2439928419   44.3498700923   38.0790213017 
59   68.0390010539   75.7852716091   56.9372020221 
39  -42.7372189877   40.3129332469   -9.1380133021 
6   29.8415106305   -1.9691584971   65.6911052150 
47   -4.0687980088   51.7117745284   34.7854450674 
97   35.3387472476   14.7603524325  -17.4396578330 
7   22.2057446812   20.8229009860   36.7237616905 
38  -61.6044940761  -41.6823010132   28.7668254206 
34   54.3808143689   -1.2850389623   26.8251886535 
99  -40.6509300175   20.4334512007   42.5025153638 
19  -32.9127066679  -56.0072162259  -76.2724463567 
33  -41.0297789053  -86.7412192893  -30.5367645039 
5   14.3362304153  -15.8727948000  -28.9661900128 
32   49.4573646572  -75.9907010729   42.3182921469 
18   20.0100939718  -19.7081544599  -60.7267861695 
91  -56.3209574157   -0.9768307984  -61.3167561588 
44  -13.2205327924  -23.1144408637  -25.6577815317 
37   -8.3558234651  -11.3422287996   57.4571713930 
42   43.0748714294   12.2268521830  -48.7314351185 
95   30.9175417558   38.1140305199  -49.3831639221 
48  -63.0100375629   69.6335735422  -54.5305307545 
54  -53.4236183679    2.6479141799   31.2290778691 
87   57.9663653811   -7.9098215881    0.5188522312 
61   26.5248822929   13.9332817784  -58.8300185589 
79  -17.7714014675  -67.0894753660  -10.5731212546 
49  -58.2187597612  -23.0730386185   11.4111630260 
9  -48.6770415201   -1.9902814585   55.5109585567 
67   -3.7418271034   38.1041803341   12.5124865923 
30  -21.4762110039   73.1173780520   63.4255194173 
65  -40.8197931297  -34.1212810840   48.2603732464 
90   56.3022663118  -30.4574752878  -47.7252848948 
51   10.4943984367  -35.8793754859   15.2980603586 
20    2.7448424123  -63.1485340446    4.8516795442 
12   54.3337828213   22.8702980398  -66.6241651496 
11  -20.1210748545  -32.5869136854  -72.6072508676 
46   35.4700018299  -72.5404288784    6.8707733216 
57   69.2306075698   52.6097934636  -35.9114554122 
36  -13.2593261216   60.0632518065  -53.4667709229 
72   47.1350351607   69.7446614833   41.9147167473 
75  -19.4843333690   20.5176490964   28.0348951598 
100  -33.2696470720  -63.8551613582   31.7443448996 
52   15.1331392404   69.6608158289  -14.8325940036 
28   22.1638003606  -51.3337479801   41.3514630317 
92   24.7689877509  -71.7239340967  -68.9420125515 
14   30.3685715673   24.1522057515   45.2913502993 
63    8.4562370450   -7.7924698209   -1.9637835010 
66  -28.3777981363  -44.1533727067   26.9519810589 
3   54.1508531591   77.2459215697  -38.4166877377 
85   49.7180864270    4.1605779309  -72.9744190126 
98   53.4158440210   42.3757779155  -72.5945813273 
96    7.5301425823   43.7630736901   26.0833672098 
8  -29.1046810606   -5.7957937107   16.6974854168 
24   -2.6512035827  -63.0808567638   13.8557754694 
