76  -53.0262473396  -61.6911595781   48.6936406915 
26   61.7439457235    4.4931316853   66.6505766082 
64   13.7872722090   39.7291410751  -20.3421953157 
82   -0.8537300777   47.5143045285  -23.3791817008 
71   35.6188876842   -7.5284137418   82.1115787440 
28  -32.2393305018   64.0734816933   59.3541486227 
9  -34.7416649889   51.3185757531  -20.6607557381 
79  -46.9976075287  -22.0050864969   12.2437603310 
4  -31.6211136182  -47.6511971461    3.6819042918 
3   48.5827553708   -2.9536038532  -55.7864055961 
63  -74.8781676397  -15.0765127986   28.2411167406 
81   19.1310328104  -38.4330374733  -24.6480041737 
17  -84.3088817953  -13.2696052813  -61.5374963419 
31  -53.5715861149   30.0201465651   70.9384841226 
34   75.3017320391  -13.5473845424   20.5211708146 
8   62.7194767770  -29.7848348472   19.6533732490 
95   41.1383173110   72.5116806079   -2.9440536508 
87   66.5647377868  -25.1949148350  -54.2757079590 
5   70.8567181329   25.7152989909  -74.4695381999 
39  -10.4757799075  -44.7518291356   -5.7762261160 
99   18.9856103008   -5.5178754096  -27.8613869271 
51  -35.0751496234  -16.1735368423   45.9768265296 
56   13.4446040035   70.2308196325   41.4700885666 
60   75.9042465480   58.8498430755  -76.5818032008 
22  -45.7387186850   33.1273247643   68.8844410813 
46    2.9878217054   44.5166412478  -18.6090033240 
66   54.0406528412  -32.6481132944   13.1746564661 
47  -12.7522898402   -5.6429814031  -27.2884199703 
80  -56.4924098032  -42.9269207053  -56.7827286384 
27   61.2365199618  -31.1243589459  -55.3324554864 
44   43.7738633069   -7.6897269095  -16.0966646847 
90   35.6762946634   18.1963499114    5.0445626845 
73  -10.4103267129   10.6719791670  -46.2617566363 
97   21.2038254332   68.6583128970   57.8307332257 
54   -7.9071317878   58.3049191632   73.4662477530 
89  -50.9535817239   47.1279223420   60.7408981767 
62  -25.3326943619   63.1540974393   72.5055955576 
36   36.0812840413  -73.4488167595  -17.3359786884 
98    2.1749218831   58.1210403613  -26.5144125250 
58  -57.3294838499    3.9712789638   43.3349002983 
52   16.2373320564  -71.6782554697    0.9906448278 
88  -57.9598519431   22.9192301378   63.0404226285 
12    6.9244921417  -36.8942013360   61.4418115722 
19  -54.8612813775   23.4054577946   12.1514983668 
14  -64.2145913215  -10.3819901083   67.6776877694 
37   58.8645233049  -50.4929341496   34.7456598566 
33   -7.7861553923  -30.3097128901    2.2769646778 
67  -25.4240858268  -40.2994016262  -70.3613649902 
32   -1.6941994910   30.6279665227   59.0239725400 
68  -23.7701530115   45.8988446826  -55.4160915665 
48   24.0490496143   19.4032069552  -58.4939527237 
93  -65.6324286162  -10.0482082258   -1.1916514704 
86  -20.8290925003  -56.3196677816  -58.2489121218 
23  -53.6090558401   -4.6760934113  -72.1044223543 
43  -43.1616662298    9.8246928011   51.2769567186 
7  -73.2244988875   44.6161189293   76.6536320358 
59    8.6913025913   59.9059162521  -29.0380950354 
55    9.9308726173  -36.5640136984  -16.1752874860 
15  -46.1881920675    5.8731619129   64.0518978406 
10    2.9502224255   48.2215170181  -36.2886005882 
41   27.8362029243   59.1513660377   64.2847469269 
84   23.1914887126   54.2418156894    0.3202477025 
72  -66.1201470527   61.0909093488  -17.4499999251 
45   71.7966510272  -32.7007181909  -20.6525795458 
20   64.2746287063  -11.3530982046   -2.1615409995 
25   11.6631804932  -48.4679800921   27.0818374889 
75   17.8342572530    9.6059027730  -16.8490508838 
57  -22.1151788994  -51.2788189345  -55.8356327460 
29  -44.1952071064   66.6562147056   26.9381318329 
78    3.4363107576  -67.4781621583  -60.8812592715 
42  -66.0002014846   23.2194956326   65.7764695956 
6  -15.7123861445   55.6763325445    8.7216019206 
77  -75.5419606376    7.1967600367  -52.5381708147 
49    6.8210061161  -41.0083199588   64.7957611131 
2  -73.7212346481   37.2048922796  -46.1793944914 
96   23.4227847166    7.0208346028   51.2149337303 
16  -55.0874927030  -24.7428894758  -26.5604823925 
85  -70.6177268310   42.0306976291   49.5619294457 
70   28.1355716973   57.2137207837  -25.6422075371 
18   14.6626217414   51.0777740480    8.5522114812 
24    8.5500813096  -77.7977152988   -4.3227320240 
30  -45.2898930183  -23.6818666392  -65.0907873095 
11   -2.2902634487   30.3009861706   36.9684439776 
50   28.6715264151  -24.1312444790  -13.5406975862 
